family,n,m,alg,opt,ratio
complete_bipartite,23,132,12,12,1.000000
complete_bipartite,11,24,8,8,1.000000
complete_bipartite,30,200,20,20,1.000000
complete_bipartite,27,152,19,19,1.000000
complete_bipartite,13,30,10,10,1.000000
complete_bipartite,22,57,19,19,1.000000
complete_bipartite,23,130,13,13,1.000000
complete_bipartite,27,176,16,16,1.000000
complete_bipartite,21,98,14,14,1.000000
complete_bipartite,6,8,4,4,1.000000
complete_bipartite,16,64,8,8,1.000000
complete_bipartite,19,48,16,16,1.000000
complete_bipartite,17,42,14,14,1.000000
complete_bipartite,26,165,15,15,1.000000
complete_bipartite,19,60,15,15,1.000000
complete_bipartite,20,75,15,15,1.000000
complete_bipartite,19,60,15,15,1.000000
complete_bipartite,24,95,19,19,1.000000
complete_bipartite,13,22,11,11,1.000000
complete_bipartite,8,16,4,4,1.000000
complete_bipartite,21,104,13,13,1.000000
complete_bipartite,31,220,20,20,1.000000
complete_bipartite,27,176,16,16,1.000000
complete_bipartite,28,192,16,16,1.000000
complete_bipartite,12,36,6,6,1.000000
complete_bipartite,20,100,10,10,1.000000
complete_bipartite,31,220,20,20,1.000000
complete_bipartite,22,105,15,15,1.000000
complete_bipartite,24,143,13,13,1.000000
complete_bipartite,32,240,20,20,1.000000
complete_bipartite,11,28,7,7,1.000000
complete_bipartite,29,204,17,17,1.000000
complete_bipartite,25,114,19,19,1.000000
complete_bipartite,28,187,17,17,1.000000
complete_bipartite,10,25,5,5,1.000000
complete_bipartite,23,130,13,13,1.000000
complete_bipartite,29,198,18,18,1.000000
complete_bipartite,20,99,11,11,1.000000
complete_bipartite,29,204,17,17,1.000000
complete_bipartite,23,60,20,20,1.000000
complete_bipartite,23,130,13,13,1.000000
complete_bipartite,20,75,15,15,1.000000
complete_bipartite,19,70,14,14,1.000000
complete_bipartite,23,132,12,12,1.000000
complete_bipartite,9,14,7,7,1.000000
complete_bipartite,19,88,11,11,1.000000
complete_bipartite,30,209,19,19,1.000000
complete_bipartite,20,96,12,12,1.000000
complete_bipartite,25,154,14,14,1.000000
complete_bipartite,18,77,11,11,1.000000
complete_bipartite,21,90,15,15,1.000000
complete_bipartite,29,198,18,18,1.000000
complete_bipartite,18,32,16,16,1.000000
complete_bipartite,27,140,20,20,1.000000
complete_bipartite,18,77,11,11,1.000000
complete_bipartite,17,70,10,10,1.000000
complete_bipartite,28,180,18,18,1.000000
complete_bipartite,12,32,8,8,1.000000
complete_bipartite,18,65,13,13,1.000000
complete_bipartite,22,40,20,20,1.000000
complete_bipartite,20,51,17,17,1.000000
complete_bipartite,20,36,18,18,1.000000
complete_bipartite,27,176,16,16,1.000000
complete_bipartite,22,117,13,13,1.000000
complete_bipartite,14,45,9,9,1.000000
complete_bipartite,23,120,15,15,1.000000
complete_bipartite,22,120,12,12,1.000000
complete_bipartite,22,120,12,12,1.000000
complete_bipartite,23,126,14,14,1.000000
complete_bipartite,30,209,19,19,1.000000
complete_bipartite,24,135,15,15,1.000000
complete_bipartite,20,100,10,10,1.000000
complete_bipartite,27,162,18,18,1.000000
complete_bipartite,21,110,11,11,1.000000
complete_bipartite,15,26,13,13,1.000000
complete_bipartite,13,30,10,10,1.000000
complete_bipartite,15,36,12,12,1.000000
complete_bipartite,25,136,17,17,1.000000
complete_bipartite,15,44,11,11,1.000000
complete_bipartite,22,85,17,17,1.000000
complete_bipartite,27,180,15,15,1.000000
complete_bipartite,17,66,11,11,1.000000
complete_bipartite,27,170,17,17,1.000000
complete_bipartite,15,44,11,11,1.000000
complete_bipartite,28,160,20,20,1.000000
complete_bipartite,22,85,17,17,1.000000
complete_bipartite,24,80,20,20,1.000000
complete_bipartite,25,126,18,18,1.000000
complete_bipartite,24,140,14,14,1.000000
complete_bipartite,32,240,20,20,1.000000
complete_bipartite,9,18,6,6,1.000000
complete_bipartite,28,192,16,16,1.000000
complete_bipartite,21,98,14,14,1.000000
complete_bipartite,22,105,15,15,1.000000
complete_bipartite,21,108,12,12,1.000000
complete_bipartite,26,160,16,16,1.000000
complete_bipartite,28,180,18,18,1.000000
complete_bipartite,15,26,13,13,1.000000
complete_bipartite,18,32,16,16,1.000000
complete_bipartite,17,66,11,11,1.000000
complete_bipartite,9,18,6,6,1.000000
complete_bipartite,16,63,9,9,1.000000
complete_bipartite,19,78,13,13,1.000000
complete_bipartite,22,57,19,19,1.000000
complete_bipartite,29,180,20,20,1.000000
complete_bipartite,6,9,3,3,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,10,16,8,8,1.000000
complete_bipartite,5,6,3,3,1.000000
complete_bipartite,20,75,15,15,1.000000
complete_bipartite,26,168,14,14,1.000000
complete_bipartite,31,228,19,19,1.000000
complete_bipartite,15,56,8,8,1.000000
complete_bipartite,28,171,19,19,1.000000
complete_bipartite,24,80,20,20,1.000000
complete_bipartite,19,88,11,11,1.000000
complete_bipartite,16,48,12,12,1.000000
complete_bipartite,26,165,15,15,1.000000
complete_bipartite,27,170,17,17,1.000000
complete_bipartite,23,130,13,13,1.000000
complete_bipartite,28,160,20,20,1.000000
complete_bipartite,5,6,3,3,1.000000
complete_bipartite,24,80,20,20,1.000000
complete_bipartite,23,102,17,17,1.000000
complete_bipartite,29,204,17,17,1.000000
complete_bipartite,29,204,17,17,1.000000
complete_bipartite,22,120,12,12,1.000000
complete_bipartite,21,110,11,11,1.000000
complete_bipartite,24,108,18,18,1.000000
complete_bipartite,26,144,18,18,1.000000
complete_bipartite,20,51,17,17,1.000000
complete_bipartite,23,76,19,19,1.000000
complete_bipartite,6,8,4,4,1.000000
complete_bipartite,29,190,19,19,1.000000
complete_bipartite,12,27,9,9,1.000000
complete_bipartite,28,180,18,18,1.000000
complete_bipartite,20,99,11,11,1.000000
complete_bipartite,21,54,18,18,1.000000
complete_bipartite,26,168,14,14,1.000000
complete_bipartite,32,240,20,20,1.000000
complete_bipartite,22,85,17,17,1.000000
complete_bipartite,17,30,15,15,1.000000
complete_bipartite,28,187,17,17,1.000000
complete_bipartite,24,128,16,16,1.000000
complete_bipartite,24,140,14,14,1.000000
complete_bipartite,20,84,14,14,1.000000
complete_bipartite,27,162,18,18,1.000000
complete_bipartite,21,90,15,15,1.000000
complete_bipartite,12,35,7,7,1.000000
complete_bipartite,21,108,12,12,1.000000
complete_bipartite,14,45,9,9,1.000000
complete_bipartite,8,16,4,4,1.000000
complete_bipartite,18,80,10,10,1.000000
complete_bipartite,23,102,17,17,1.000000
complete_bipartite,20,100,10,10,1.000000
complete_bipartite,20,99,11,11,1.000000
complete_bipartite,22,117,13,13,1.000000
complete_bipartite,20,75,15,15,1.000000
complete_bipartite,30,200,20,20,1.000000
complete_bipartite,20,91,13,13,1.000000
complete_bipartite,25,154,14,14,1.000000
complete_bipartite,24,80,20,20,1.000000
complete_bipartite,29,180,20,20,1.000000
complete_bipartite,23,102,17,17,1.000000
complete_bipartite,19,70,14,14,1.000000
complete_bipartite,9,20,5,5,1.000000
complete_bipartite,14,49,7,7,1.000000
complete_bipartite,17,52,13,13,1.000000
complete_bipartite,22,40,20,20,1.000000
complete_bipartite,15,26,13,13,1.000000
complete_bipartite,21,38,19,19,1.000000
complete_bipartite,27,180,15,15,1.000000
complete_bipartite,17,66,11,11,1.000000
complete_bipartite,10,16,8,8,1.000000
complete_bipartite,21,108,12,12,1.000000
complete_bipartite,14,49,7,7,1.000000
complete_bipartite,24,143,13,13,1.000000
complete_bipartite,30,216,18,18,1.000000
complete_bipartite,24,143,13,13,1.000000
complete_bipartite,25,126,18,18,1.000000
complete_bipartite,26,168,14,14,1.000000
complete_bipartite,17,72,9,9,1.000000
complete_bipartite,23,126,14,14,1.000000
complete_bipartite,17,42,14,14,1.000000
complete_bipartite,13,42,7,7,1.000000
complete_bipartite,28,180,18,18,1.000000
complete_bipartite,26,168,14,14,1.000000
complete_bipartite,24,80,20,20,1.000000
complete_bipartite,18,81,9,9,1.000000
complete_bipartite,8,12,6,6,1.000000
complete_bipartite,12,27,9,9,1.000000
complete_bipartite,28,160,20,20,1.000000
complete_bipartite,25,156,13,13,1.000000
complete_bipartite,15,50,10,10,1.000000
complete_bipartite,14,45,9,9,1.000000
complete_bipartite,24,95,19,19,1.000000
complete_bipartite,22,96,16,16,1.000000
complete_bipartite,28,192,16,16,1.000000
complete_bipartite,15,56,8,8,1.000000
complete_bipartite,12,32,8,8,1.000000
complete_bipartite,24,135,15,15,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,26,153,17,17,1.000000
complete_bipartite,22,112,14,14,1.000000
complete_bipartite,18,32,16,16,1.000000
complete_bipartite,20,96,12,12,1.000000
complete_bipartite,22,96,16,16,1.000000
complete_bipartite,26,168,14,14,1.000000
complete_bipartite,18,32,16,16,1.000000
complete_bipartite,19,34,17,17,1.000000
complete_bipartite,19,90,10,10,1.000000
complete_bipartite,21,80,16,16,1.000000
complete_bipartite,26,168,14,14,1.000000
complete_bipartite,17,60,12,12,1.000000
complete_bipartite,11,24,8,8,1.000000
complete_bipartite,29,190,19,19,1.000000
complete_bipartite,30,209,19,19,1.000000
complete_bipartite,15,56,8,8,1.000000
complete_bipartite,22,57,19,19,1.000000
complete_bipartite,27,152,19,19,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,18,77,11,11,1.000000
complete_bipartite,14,40,10,10,1.000000
complete_bipartite,9,18,6,6,1.000000
complete_bipartite,26,168,14,14,1.000000
complete_bipartite,18,80,10,10,1.000000
complete_bipartite,26,133,19,19,1.000000
complete_bipartite,22,117,13,13,1.000000
complete_bipartite,29,190,19,19,1.000000
complete_bipartite,18,72,12,12,1.000000
complete_bipartite,27,152,19,19,1.000000
complete_bipartite,22,117,13,13,1.000000
complete_bipartite,27,152,19,19,1.000000
complete_bipartite,19,84,12,12,1.000000
complete_bipartite,15,26,13,13,1.000000
complete_bipartite,23,126,14,14,1.000000
complete_bipartite,25,156,13,13,1.000000
complete_bipartite,26,165,15,15,1.000000
complete_bipartite,18,65,13,13,1.000000
complete_bipartite,18,56,14,14,1.000000
complete_bipartite,20,84,14,14,1.000000
complete_bipartite,18,56,14,14,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,25,150,15,15,1.000000
complete_bipartite,8,15,5,5,1.000000
complete_bipartite,18,77,11,11,1.000000
complete_bipartite,26,165,15,15,1.000000
complete_bipartite,29,180,20,20,1.000000
complete_bipartite,27,140,20,20,1.000000
complete_bipartite,13,22,11,11,1.000000
complete_bipartite,21,104,13,13,1.000000
complete_bipartite,18,65,13,13,1.000000
complete_bipartite,18,56,14,14,1.000000
complete_bipartite,22,96,16,16,1.000000
complete_bipartite,12,32,8,8,1.000000
complete_bipartite,28,180,18,18,1.000000
complete_bipartite,11,18,9,9,1.000000
complete_bipartite,21,68,17,17,1.000000
complete_bipartite,9,14,7,7,1.000000
complete_bipartite,29,198,18,18,1.000000
complete_bipartite,28,192,16,16,1.000000
complete_bipartite,20,100,10,10,1.000000
complete_bipartite,21,98,14,14,1.000000
complete_bipartite,28,187,17,17,1.000000
complete_bipartite,32,240,20,20,1.000000
complete_bipartite,28,171,19,19,1.000000
complete_bipartite,16,55,11,11,1.000000
complete_bipartite,16,63,9,9,1.000000
complete_bipartite,7,10,5,5,1.000000
complete_bipartite,28,180,18,18,1.000000
complete_bipartite,29,198,18,18,1.000000
complete_bipartite,17,72,9,9,1.000000
complete_bipartite,7,12,4,4,1.000000
complete_bipartite,31,228,19,19,1.000000
complete_bipartite,19,88,11,11,1.000000
complete_bipartite,9,14,7,7,1.000000
complete_bipartite,26,160,16,16,1.000000
complete_bipartite,27,152,19,19,1.000000
complete_bipartite,29,204,17,17,1.000000
complete_bipartite,21,80,16,16,1.000000
complete_bipartite,32,240,20,20,1.000000
complete_bipartite,23,60,20,20,1.000000
complete_bipartite,30,209,19,19,1.000000
complete_bipartite,27,140,20,20,1.000000
complete_bipartite,27,162,18,18,1.000000
complete_bipartite,20,51,17,17,1.000000
complete_bipartite,10,24,6,6,1.000000
complete_bipartite,20,84,14,14,1.000000
complete_bipartite,24,128,16,16,1.000000
complete_bipartite,22,120,12,12,1.000000
complete_bipartite,27,180,15,15,1.000000
complete_bipartite,25,150,15,15,1.000000
complete_bipartite,15,56,8,8,1.000000
complete_bipartite,29,204,17,17,1.000000
complete_bipartite,6,9,3,3,1.000000
complete_bipartite,27,180,15,15,1.000000
complete_bipartite,18,72,12,12,1.000000
complete_bipartite,23,120,15,15,1.000000
complete_bipartite,11,30,6,6,1.000000
complete_bipartite,28,180,18,18,1.000000
complete_bipartite,12,20,10,10,1.000000
complete_bipartite,30,200,20,20,1.000000
complete_bipartite,20,36,18,18,1.000000
complete_bipartite,11,24,8,8,1.000000
complete_bipartite,20,99,11,11,1.000000
complete_bipartite,29,180,20,20,1.000000
complete_bipartite,18,72,12,12,1.000000
complete_bipartite,5,6,3,3,1.000000
complete_bipartite,9,18,6,6,1.000000
complete_bipartite,17,42,14,14,1.000000
complete_bipartite,22,112,14,14,1.000000
complete_bipartite,13,40,8,8,1.000000
complete_bipartite,6,9,3,3,1.000000
complete_bipartite,24,140,14,14,1.000000
complete_bipartite,25,150,15,15,1.000000
complete_bipartite,21,98,14,14,1.000000
complete_bipartite,25,154,14,14,1.000000
complete_bipartite,25,154,14,14,1.000000
complete_bipartite,21,110,11,11,1.000000
complete_bipartite,16,48,12,12,1.000000
complete_bipartite,7,10,5,5,1.000000
complete_bipartite,19,78,13,13,1.000000
complete_bipartite,22,112,14,14,1.000000
complete_bipartite,28,187,17,17,1.000000
complete_bipartite,20,84,14,14,1.000000
complete_bipartite,18,72,12,12,1.000000
complete_bipartite,16,39,13,13,1.000000
complete_bipartite,23,132,12,12,1.000000
complete_bipartite,7,10,5,5,1.000000
complete_bipartite,17,66,11,11,1.000000
complete_bipartite,22,72,18,18,1.000000
complete_bipartite,25,156,13,13,1.000000
complete_bipartite,28,171,19,19,1.000000
complete_bipartite,10,25,5,5,1.000000
complete_bipartite,15,54,9,9,1.000000
complete_bipartite,25,156,13,13,1.000000
complete_bipartite,12,27,9,9,1.000000
complete_bipartite,27,170,17,17,1.000000
complete_bipartite,14,49,7,7,1.000000
complete_bipartite,25,154,14,14,1.000000
complete_bipartite,6,9,3,3,1.000000
complete_bipartite,27,152,19,19,1.000000
complete_bipartite,21,54,18,18,1.000000
complete_bipartite,20,75,15,15,1.000000
complete_bipartite,24,119,17,17,1.000000
complete_bipartite,31,220,20,20,1.000000
complete_bipartite,19,90,10,10,1.000000
complete_bipartite,25,144,16,16,1.000000
complete_bipartite,20,99,11,11,1.000000
complete_bipartite,19,48,16,16,1.000000
complete_bipartite,20,96,12,12,1.000000
complete_bipartite,6,8,4,4,1.000000
complete_bipartite,18,80,10,10,1.000000
complete_bipartite,23,112,16,16,1.000000
complete_bipartite,17,70,10,10,1.000000
complete_bipartite,17,66,11,11,1.000000
complete_bipartite,19,78,13,13,1.000000
complete_bipartite,29,198,18,18,1.000000
complete_bipartite,8,16,4,4,1.000000
complete_bipartite,29,190,19,19,1.000000
complete_bipartite,25,100,20,20,1.000000
complete_bipartite,18,56,14,14,1.000000
complete_bipartite,27,176,16,16,1.000000
complete_bipartite,17,72,9,9,1.000000
complete_bipartite,27,152,19,19,1.000000
complete_bipartite,29,190,19,19,1.000000
complete_bipartite,23,130,13,13,1.000000
complete_bipartite,28,171,19,19,1.000000
complete_bipartite,14,49,7,7,1.000000
complete_bipartite,15,36,12,12,1.000000
complete_bipartite,21,110,11,11,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,23,76,19,19,1.000000
complete_bipartite,11,18,9,9,1.000000
complete_bipartite,20,96,12,12,1.000000
complete_bipartite,21,104,13,13,1.000000
complete_bipartite,24,135,15,15,1.000000
complete_bipartite,7,12,4,4,1.000000
complete_bipartite,16,63,9,9,1.000000
complete_bipartite,20,99,11,11,1.000000
complete_bipartite,25,100,20,20,1.000000
complete_bipartite,18,77,11,11,1.000000
complete_bipartite,20,75,15,15,1.000000
complete_bipartite,19,78,13,13,1.000000
complete_bipartite,26,153,17,17,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,16,39,13,13,1.000000
complete_bipartite,21,68,17,17,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,22,117,13,13,1.000000
complete_bipartite,26,160,16,16,1.000000
complete_bipartite,31,220,20,20,1.000000
complete_bipartite,20,75,15,15,1.000000
complete_bipartite,28,180,18,18,1.000000
complete_bipartite,25,100,20,20,1.000000
complete_bipartite,24,140,14,14,1.000000
complete_bipartite,27,162,18,18,1.000000
complete_bipartite,18,45,15,15,1.000000
complete_bipartite,21,104,13,13,1.000000
complete_bipartite,23,132,12,12,1.000000
complete_bipartite,16,60,10,10,1.000000
complete_bipartite,17,66,11,11,1.000000
complete_bipartite,11,18,9,9,1.000000
complete_bipartite,14,40,10,10,1.000000
complete_bipartite,10,21,7,7,1.000000
complete_bipartite,22,96,16,16,1.000000
complete_bipartite,30,200,20,20,1.000000
complete_bipartite,23,132,12,12,1.000000
complete_bipartite,25,114,19,19,1.000000
complete_bipartite,23,76,19,19,1.000000
complete_bipartite,14,48,8,8,1.000000
complete_bipartite,29,204,17,17,1.000000
complete_bipartite,29,190,19,19,1.000000
complete_bipartite,17,42,14,14,1.000000
complete_bipartite,28,187,17,17,1.000000
complete_bipartite,18,77,11,11,1.000000
complete_bipartite,24,119,17,17,1.000000
complete_bipartite,22,120,12,12,1.000000
complete_bipartite,21,108,12,12,1.000000
complete_bipartite,29,180,20,20,1.000000
complete_bipartite,8,16,4,4,1.000000
complete_bipartite,13,42,7,7,1.000000
complete_bipartite,24,128,16,16,1.000000
complete_bipartite,25,154,14,14,1.000000
complete_bipartite,26,165,15,15,1.000000
complete_bipartite,16,48,12,12,1.000000
complete_bipartite,22,57,19,19,1.000000
complete_bipartite,14,49,7,7,1.000000
complete_bipartite,20,84,14,14,1.000000
complete_bipartite,22,121,11,11,1.000000
complete_bipartite,16,28,14,14,1.000000
complete_bipartite,16,28,14,14,1.000000
complete_bipartite,18,81,9,9,1.000000
complete_bipartite,27,170,17,17,1.000000
complete_bipartite,18,80,10,10,1.000000
complete_bipartite,12,36,6,6,1.000000
complete_bipartite,22,120,12,12,1.000000
complete_bipartite,23,130,13,13,1.000000
complete_bipartite,11,30,6,6,1.000000
complete_bipartite,22,40,20,20,1.000000
complete_bipartite,23,76,19,19,1.000000
complete_bipartite,17,60,12,12,1.000000
complete_bipartite,25,150,15,15,1.000000
complete_bipartite,13,36,9,9,1.000000
complete_bipartite,21,98,14,14,1.000000
complete_bipartite,8,12,6,6,1.000000
complete_bipartite,26,144,18,18,1.000000
complete_bipartite,20,99,11,11,1.000000
complete_bipartite,23,60,20,20,1.000000
complete_bipartite,19,60,15,15,1.000000
complete_bipartite,19,90,10,10,1.000000
complete_bipartite,21,98,14,14,1.000000
complete_bipartite,21,108,12,12,1.000000
complete_bipartite,21,54,18,18,1.000000
complete_bipartite,17,70,10,10,1.000000
complete_bipartite,19,88,11,11,1.000000
complete_bipartite,29,198,18,18,1.000000
complete_bipartite,26,160,16,16,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,22,85,17,17,1.000000
complete_bipartite,22,57,19,19,1.000000
complete_bipartite,15,54,9,9,1.000000
complete_bipartite,28,187,17,17,1.000000
complete_bipartite,22,120,12,12,1.000000
complete_bipartite,24,80,20,20,1.000000
complete_bipartite,27,180,15,15,1.000000
complete_bipartite,23,90,18,18,1.000000
complete_bipartite,23,132,12,12,1.000000
complete_bipartite,27,176,16,16,1.000000
complete_bipartite,19,90,10,10,1.000000
complete_bipartite,26,153,17,17,1.000000
complete_bipartite,10,25,5,5,1.000000
complete_bipartite,10,16,8,8,1.000000
complete_bipartite,15,26,13,13,1.000000
complete_bipartite,20,96,12,12,1.000000
complete_bipartite,13,42,7,7,1.000000
complete_bipartite,22,105,15,15,1.000000
complete_bipartite,28,187,17,17,1.000000
complete_bipartite,29,190,19,19,1.000000
complete_bipartite,31,228,19,19,1.000000
complete_bipartite,20,84,14,14,1.000000
complete_bipartite,22,72,18,18,1.000000
complete_bipartite,24,119,17,17,1.000000
complete_bipartite,23,130,13,13,1.000000
complete_bipartite,27,180,15,15,1.000000
complete_bipartite,23,60,20,20,1.000000
complete_bipartite,27,180,15,15,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,10,24,6,6,1.000000
complete_bipartite,25,126,18,18,1.000000
complete_bipartite,21,108,12,12,1.000000
complete_bipartite,26,168,14,14,1.000000
complete_bipartite,21,38,19,19,1.000000
complete_bipartite,23,90,18,18,1.000000
complete_bipartite,18,45,15,15,1.000000
complete_bipartite,12,32,8,8,1.000000
complete_bipartite,27,170,17,17,1.000000
complete_bipartite,26,165,15,15,1.000000
complete_bipartite,21,108,12,12,1.000000
complete_bipartite,8,15,5,5,1.000000
complete_bipartite,22,40,20,20,1.000000
complete_bipartite,22,120,12,12,1.000000
complete_bipartite,13,22,11,11,1.000000
complete_bipartite,21,110,11,11,1.000000
complete_bipartite,17,72,9,9,1.000000
complete_bipartite,12,27,9,9,1.000000
complete_bipartite,23,90,18,18,1.000000
complete_bipartite,19,60,15,15,1.000000
complete_bipartite,28,171,19,19,1.000000
complete_bipartite,7,10,5,5,1.000000
complete_bipartite,22,105,15,15,1.000000
complete_bipartite,28,187,17,17,1.000000
complete_bipartite,19,90,10,10,1.000000
complete_bipartite,28,187,17,17,1.000000
complete_bipartite,16,63,9,9,1.000000
complete_bipartite,30,216,18,18,1.000000
complete_bipartite,27,180,15,15,1.000000
complete_bipartite,9,14,7,7,1.000000
complete_bipartite,30,216,18,18,1.000000
complete_bipartite,25,136,17,17,1.000000
complete_bipartite,20,100,10,10,1.000000
complete_bipartite,14,45,9,9,1.000000
complete_bipartite,31,228,19,19,1.000000
complete_bipartite,23,90,18,18,1.000000
complete_bipartite,22,112,14,14,1.000000
complete_bipartite,8,16,4,4,1.000000
complete_bipartite,23,132,12,12,1.000000
complete_bipartite,24,95,19,19,1.000000
complete_bipartite,13,42,7,7,1.000000
complete_bipartite,14,40,10,10,1.000000
complete_bipartite,23,132,12,12,1.000000
complete_bipartite,31,228,19,19,1.000000
complete_bipartite,24,119,17,17,1.000000
complete_bipartite,23,120,15,15,1.000000
complete_bipartite,20,75,15,15,1.000000
complete_bipartite,21,38,19,19,1.000000
complete_bipartite,12,32,8,8,1.000000
complete_bipartite,12,20,10,10,1.000000
complete_bipartite,28,171,19,19,1.000000
complete_bipartite,27,180,15,15,1.000000
complete_bipartite,7,10,5,5,1.000000
complete_bipartite,24,143,13,13,1.000000
complete_bipartite,21,90,15,15,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,22,117,13,13,1.000000
complete_bipartite,28,180,18,18,1.000000
complete_bipartite,16,48,12,12,1.000000
complete_bipartite,23,60,20,20,1.000000
complete_bipartite,16,55,11,11,1.000000
complete_bipartite,20,91,13,13,1.000000
complete_bipartite,20,99,11,11,1.000000
complete_bipartite,19,34,17,17,1.000000
complete_bipartite,25,156,13,13,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,14,33,11,11,1.000000
complete_bipartite,21,108,12,12,1.000000
complete_bipartite,23,102,17,17,1.000000
complete_bipartite,22,72,18,18,1.000000
complete_bipartite,13,36,9,9,1.000000
complete_bipartite,20,36,18,18,1.000000
complete_bipartite,27,176,16,16,1.000000
complete_bipartite,30,200,20,20,1.000000
complete_bipartite,4,4,2,2,1.000000
complete_bipartite,25,156,13,13,1.000000
complete_bipartite,26,133,19,19,1.000000
complete_bipartite,20,51,17,17,1.000000
complete_bipartite,22,96,16,16,1.000000
complete_bipartite,29,190,19,19,1.000000
complete_bipartite,26,160,16,16,1.000000
complete_bipartite,12,32,8,8,1.000000
complete_bipartite,17,30,15,15,1.000000
complete_bipartite,26,160,16,16,1.000000
complete_bipartite,21,108,12,12,1.000000
complete_bipartite,20,96,12,12,1.000000
complete_bipartite,18,65,13,13,1.000000
complete_bipartite,17,42,14,14,1.000000
complete_bipartite,15,44,11,11,1.000000
complete_bipartite,23,112,16,16,1.000000
complete_bipartite,22,120,12,12,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,9,20,5,5,1.000000
complete_bipartite,18,45,15,15,1.000000
complete_bipartite,21,104,13,13,1.000000
complete_bipartite,17,42,14,14,1.000000
complete_bipartite,20,51,17,17,1.000000
complete_bipartite,19,78,13,13,1.000000
complete_bipartite,20,99,11,11,1.000000
complete_bipartite,19,70,14,14,1.000000
complete_bipartite,23,90,18,18,1.000000
complete_bipartite,26,144,18,18,1.000000
complete_bipartite,20,96,12,12,1.000000
complete_bipartite,27,162,18,18,1.000000
complete_bipartite,30,200,20,20,1.000000
complete_bipartite,28,192,16,16,1.000000
complete_bipartite,30,216,18,18,1.000000
complete_bipartite,26,133,19,19,1.000000
complete_bipartite,24,144,12,12,1.000000
complete_bipartite,17,60,12,12,1.000000
complete_bipartite,14,49,7,7,1.000000
complete_bipartite,18,72,12,12,1.000000
complete_bipartite,20,100,10,10,1.000000
complete_bipartite,16,39,13,13,1.000000
complete_bipartite,22,72,18,18,1.000000
complete_bipartite,21,104,13,13,1.000000
complete_bipartite,16,28,14,14,1.000000
complete_bipartite,11,18,9,9,1.000000
complete_bipartite,18,32,16,16,1.000000
complete_bipartite,25,126,18,18,1.000000
complete_bipartite,25,150,15,15,1.000000
complete_bipartite,25,136,17,17,1.000000
complete_bipartite,27,180,15,15,1.000000
complete_bipartite,28,187,17,17,1.000000
complete_bipartite,14,45,9,9,1.000000
complete_bipartite,11,28,7,7,1.000000
complete_bipartite,26,165,15,15,1.000000
complete_bipartite,29,204,17,17,1.000000
complete_bipartite,24,135,15,15,1.000000
complete_bipartite,18,65,13,13,1.000000
complete_bipartite,17,60,12,12,1.000000
complete_bipartite,31,220,20,20,1.000000
complete_bipartite,19,90,10,10,1.000000
complete_bipartite,15,44,11,11,1.000000
complete_bipartite,19,88,11,11,1.000000
amplified,60,114,24,24,1.000000
amplified,50,500,20,20,1.000000
amplified,60,450,25,25,1.000000
amplified,60,450,25,25,1.000000
amplified,60,900,20,20,1.000000
amplified,24,92,10,10,1.000000
amplified,84,161,35,35,1.000000
amplified,45,75,20,20,1.000000
amplified,72,648,30,30,1.000000
amplified,20,40,8,8,1.000000
amplified,40,76,16,16,1.000000
amplified,77,154,22,28,1.272727
amplified,60,150,20,20,1.000000
amplified,84,210,23,28,1.217391
amplified,96,144,37,40,1.081081
amplified,48,288,20,20,1.000000
amplified,24,120,8,8,1.000000
amplified,84,126,35,35,1.000000
amplified,72,120,32,32,1.000000
amplified,50,500,20,20,1.000000
amplified,50,375,20,20,1.000000
amplified,24,120,6,8,1.333333
amplified,60,750,15,20,1.333333
amplified,72,1080,18,24,1.333333
amplified,20,80,8,8,1.000000
amplified,72,180,18,24,1.333333
amplified,72,1260,24,24,1.000000
amplified,24,72,10,10,1.000000
amplified,40,304,16,16,1.000000
amplified,72,1296,24,24,1.000000
amplified,60,750,20,20,1.000000
amplified,40,76,16,16,1.000000
amplified,40,80,16,16,1.000000
amplified,18,60,8,8,1.000000
amplified,24,70,7,8,1.142857
amplified,27,45,12,12,1.000000
amplified,63,105,28,28,1.000000
amplified,36,162,15,15,1.000000
amplified,66,792,18,24,1.333333
amplified,70,140,28,28,1.000000
amplified,60,450,25,25,1.000000
amplified,36,270,12,12,1.000000
amplified,30,60,12,12,1.000000
amplified,20,80,8,8,1.000000
amplified,36,105,10,12,1.200000
amplified,48,480,16,16,1.000000
amplified,48,120,16,16,1.000000
amplified,96,280,28,32,1.142857
amplified,20,30,8,8,1.000000
amplified,66,792,24,24,1.000000
amplified,55,110,16,20,1.250000
amplified,72,1080,18,24,1.333333
