family,n,m,alg,opt,ratio
gnp,14,14,8,8,1.000000
gnp,12,12,7,7,1.000000
gnp,12,41,4,4,1.000000
gnp,15,56,5,5,1.000000
gnp,8,8,4,4,1.000000
gnp,10,17,4,4,1.000000
gnp,8,19,3,3,1.000000
gnp,10,26,3,3,1.000000
gnp,11,18,5,5,1.000000
gnp,16,53,5,5,1.000000
gnp,13,21,6,6,1.000000
gnp,6,13,2,2,1.000000
gnp,15,40,5,5,1.000000
gnp,13,33,5,5,1.000000
gnp,10,29,3,3,1.000000
gnp,13,22,6,6,1.000000
gnp,11,18,5,5,1.000000
gnp,15,79,3,3,1.000000
gnp,12,19,6,6,1.000000
gnp,11,12,6,6,1.000000
gnp,15,90,3,3,1.000000
gnp,16,77,4,4,1.000000
gnp,13,61,3,3,1.000000
gnp,13,53,3,3,1.000000
gnp,12,49,3,3,1.000000
gnp,16,44,7,7,1.000000
gnp,16,30,8,8,1.000000
gnp,12,13,6,6,1.000000
gnp,15,46,6,6,1.000000
gnp,14,17,8,8,1.000000
gnp,14,50,4,4,1.000000
gnp,7,16,2,2,1.000000
gnp,8,17,3,3,1.000000
gnp,15,90,3,3,1.000000
gnp,11,40,3,3,1.000000
gnp,7,3,5,5,1.000000
gnp,9,17,4,4,1.000000
gnp,13,28,6,6,1.000000
gnp,16,63,4,4,1.000000
gnp,11,49,2,2,1.000000
gnp,7,7,4,4,1.000000
gnp,7,15,2,2,1.000000
gnp,11,24,4,4,1.000000
gnp,9,17,3,3,1.000000
gnp,13,18,6,6,1.000000
gnp,11,9,7,7,1.000000
gnp,7,3,5,5,1.000000
gnp,16,25,7,7,1.000000
gnp,9,17,4,4,1.000000
gnp,11,30,5,5,1.000000
gnp,9,27,3,3,1.000000
gnp,8,17,3,3,1.000000
gnp,12,8,7,7,1.000000
gnp,13,36,4,4,1.000000
gnp,6,8,4,4,1.000000
gnp,10,32,3,3,1.000000
gnp,15,29,7,7,1.000000
gnp,11,21,5,5,1.000000
gnp,7,8,4,4,1.000000
gnp,14,76,3,3,1.000000
gnp,15,39,5,5,1.000000
gnp,15,19,8,8,1.000000
gnp,13,48,3,3,1.000000
gnp,15,63,4,4,1.000000
gnp,11,14,6,6,1.000000
gnp,7,9,3,3,1.000000
gnp,14,44,4,4,1.000000
gnp,15,47,5,5,1.000000
gnp,13,41,4,4,1.000000
gnp,14,27,7,7,1.000000
gnp,8,12,3,3,1.000000
gnp,15,23,7,7,1.000000
gnp,6,10,3,3,1.000000
gnp,12,56,3,3,1.000000
gnp,12,42,4,4,1.000000
gnp,13,32,5,5,1.000000
gnp,15,18,9,9,1.000000
gnp,10,9,6,6,1.000000
gnp,14,26,6,6,1.000000
gnp,15,73,4,4,1.000000
gnp,14,47,4,4,1.000000
gnp,10,32,3,3,1.000000
gnp,14,66,4,4,1.000000
gnp,13,44,4,4,1.000000
gnp,7,10,3,3,1.000000
gnp,10,35,2,2,1.000000
gnp,13,20,7,7,1.000000
gnp,13,54,3,3,1.000000
gnp,9,15,4,4,1.000000
gnp,15,55,5,5,1.000000
gnp,15,19,7,7,1.000000
gnp,9,27,3,3,1.000000
gnp,14,35,5,5,1.000000
gnp,11,44,2,2,1.000000
gnp,10,25,4,4,1.000000
gnp,8,26,2,2,1.000000
gnp,6,14,2,2,1.000000
gnp,8,9,5,5,1.000000
gnp,9,27,3,3,1.000000
gnp,13,21,6,6,1.000000
gnp,16,57,5,5,1.000000
gnp,7,11,3,3,1.000000
gnp,12,35,4,4,1.000000
gnp,11,23,5,5,1.000000
gnp,11,31,4,4,1.000000
gnp,13,41,4,4,1.000000
gnp,7,18,2,2,1.000000
gnp,9,27,3,3,1.000000
gnp,13,27,6,6,1.000000
gnp,11,26,4,4,1.000000
gnp,15,74,3,3,1.000000
gnp,16,84,4,4,1.000000
gnp,7,13,3,3,1.000000
gnp,6,3,4,4,1.000000
gnp,13,38,4,4,1.000000
gnp,9,30,2,2,1.000000
gnp,16,42,6,6,1.000000
gnp,7,11,3,3,1.000000
gnp,7,8,3,3,1.000000
gnp,6,6,4,4,1.000000
gnp,9,14,4,4,1.000000
gnp,7,4,4,4,1.000000
gnp,7,5,4,4,1.000000
gnp,14,58,4,4,1.000000
gnp,6,7,3,3,1.000000
gnp,12,46,4,4,1.000000
gnp,7,4,5,5,1.000000
gnp,7,5,5,5,1.000000
gnp,10,12,5,5,1.000000
gnp,16,94,3,3,1.000000
gnp,7,11,3,3,1.000000
gnp,15,64,4,4,1.000000
gnp,11,39,3,3,1.000000
gnp,12,31,4,4,1.000000
gnp,9,9,5,5,1.000000
gnp,8,19,3,3,1.000000
gnp,11,49,2,2,1.000000
gnp,8,12,4,4,1.000000
gnp,9,20,4,4,1.000000
gnp,6,11,2,2,1.000000
gnp,9,19,4,4,1.000000
gnp,12,22,5,5,1.000000
gnp,9,19,3,3,1.000000
gnp,9,16,5,5,1.000000
gnp,14,67,3,3,1.000000
gnp,11,47,2,2,1.000000
gnp,12,45,3,3,1.000000
gnp,11,38,3,3,1.000000
gnp,13,64,3,3,1.000000
gnp,6,14,2,2,1.000000
gnp,10,12,5,5,1.000000
gnp,12,31,4,4,1.000000
gnp,12,51,3,3,1.000000
gnp,16,53,5,5,1.000000
gnp,10,15,5,5,1.000000
gnp,14,72,3,3,1.000000
gnp,14,28,5,5,1.000000
gnp,10,34,2,2,1.000000
gnp,6,5,3,3,1.000000
gnp,7,9,3,3,1.000000
gnp,10,31,3,3,1.000000
gnp,7,1,6,6,1.000000
gnp,6,3,4,4,1.000000
gnp,14,48,5,5,1.000000
gnp,8,8,4,4,1.000000
gnp,7,13,3,3,1.000000
gnp,11,42,3,3,1.000000
gnp,14,20,8,8,1.000000
gnp,13,33,5,5,1.000000
gnp,6,10,3,3,1.000000
gnp,11,17,5,5,1.000000
gnp,15,66,4,4,1.000000
gnp,9,28,3,3,1.000000
gnp,6,11,2,2,1.000000
gnp,9,6,6,6,1.000000
gnp,12,51,3,3,1.000000
gnp,6,11,2,2,1.000000
gnp,9,13,5,5,1.000000
gnp,11,20,5,5,1.000000
gnp,15,39,5,5,1.000000
gnp,8,7,4,4,1.000000
gnp,12,7,8,8,1.000000
gnp,10,27,4,4,1.000000
gnp,11,10,6,6,1.000000
gnp,6,3,4,4,1.000000
gnp,15,73,3,3,1.000000
gnp,13,33,4,4,1.000000
gnp,9,17,4,4,1.000000
gnp,8,5,5,5,1.000000
gnp,6,4,4,4,1.000000
gnp,16,82,4,4,1.000000
gnp,11,14,6,6,1.000000
gnp,10,8,6,6,1.000000
gnp,12,41,4,4,1.000000
gnp,8,19,3,3,1.000000
gnp,6,12,2,2,1.000000
gnp,11,26,4,4,1.000000
gnp,15,29,6,6,1.000000
gnp,16,89,3,3,1.000000
gnp,15,50,5,5,1.000000
gnp,16,96,3,3,1.000000
gnp,10,14,5,5,1.000000
gnp,12,43,4,4,1.000000
gnp,11,22,5,5,1.000000
gnp,7,16,3,3,1.000000
gnp,15,21,8,8,1.000000
gnp,8,17,3,3,1.000000
gnp,12,10,7,7,1.000000
gnp,9,21,3,3,1.000000
gnp,10,34,3,3,1.000000
gnp,8,18,3,3,1.000000
gnp,15,20,8,8,1.000000
gnp,8,4,6,6,1.000000
gnp,11,20,5,5,1.000000
gnp,16,39,6,6,1.000000
gnp,6,12,2,2,1.000000
gnp,14,61,4,4,1.000000
gnp,7,13,2,2,1.000000
gnp,7,4,5,5,1.000000
gnp,8,7,5,5,1.000000
gnp,11,40,3,3,1.000000
gnp,15,63,5,5,1.000000
gnp,6,12,2,2,1.000000
gnp,16,54,5,5,1.000000
gnp,7,15,2,2,1.000000
gnp,7,5,4,4,1.000000
gnp,6,3,4,4,1.000000
gnp,12,32,5,5,1.000000
gnp,16,51,5,5,1.000000
gnp,9,29,3,3,1.000000
gnp,10,19,4,4,1.000000
gnp,6,10,2,2,1.000000
gnp,16,47,5,5,1.000000
gnp,14,38,5,5,1.000000
gnp,10,22,4,4,1.000000
gnp,9,22,3,3,1.000000
gnp,16,100,3,3,1.000000
gnp,12,41,4,4,1.000000
gnp,13,36,4,4,1.000000
gnp,11,44,2,2,1.000000
gnp,12,22,6,6,1.000000
gnp,11,32,3,3,1.000000
gnp,10,7,7,7,1.000000
gnp,14,43,5,5,1.000000
gnp,8,9,5,5,1.000000
gnp,10,21,4,4,1.000000
gnp,9,17,4,4,1.000000
gnp,11,39,4,4,1.000000
gnp,8,6,5,5,1.000000
gnp,11,45,3,3,1.000000
gnp,11,42,3,3,1.000000
gnp,15,86,3,3,1.000000
gnp,14,36,5,5,1.000000
gnp,6,7,3,3,1.000000
gnp,15,29,7,7,1.000000
gnp,6,8,3,3,1.000000
gnp,8,11,4,4,1.000000
gnp,11,5,8,8,1.000000
gnp,15,78,3,3,1.000000
gnp,7,14,2,2,1.000000
gnp,7,4,5,5,1.000000
gnp,15,19,9,9,1.000000
gnp,11,12,6,6,1.000000
gnp,12,45,3,3,1.000000
gnp,16,42,5,5,1.000000
gnp,9,23,3,3,1.000000
gnp,12,26,5,5,1.000000
gnp,8,9,4,4,1.000000
gnp,15,46,5,5,1.000000
gnp,8,14,3,3,1.000000
gnp,16,67,4,4,1.000000
gnp,8,11,4,4,1.000000
gnp,9,13,5,5,1.000000
gnp,8,19,3,3,1.000000
gnp,16,69,4,4,1.000000
gnp,13,10,9,9,1.000000
gnp,9,25,3,3,1.000000
gnp,10,32,3,3,1.000000
gnp,6,8,2,2,1.000000
gnp,8,21,2,2,1.000000
gnp,12,21,5,5,1.000000
gnp,7,14,3,3,1.000000
gnp,8,14,3,3,1.000000
gnp,10,11,5,5,1.000000
gnp,7,7,4,4,1.000000
gnp,12,19,6,6,1.000000
gnp,14,74,3,3,1.000000
gnp,11,34,3,3,1.000000
gnp,6,4,4,4,1.000000
gnp,15,79,3,3,1.000000
gnp,6,3,4,4,1.000000
gnp,9,20,4,4,1.000000
gnp,16,40,6,6,1.000000
gnp,7,3,5,5,1.000000
gnp,8,3,6,6,1.000000
gnp,12,11,7,7,1.000000
gnp,9,9,4,4,1.000000
gnp,8,10,4,4,1.000000
gnp,13,55,3,3,1.000000
gnp,12,41,3,3,1.000000
gnp,7,14,3,3,1.000000
gnp,8,11,5,5,1.000000
gnp,11,11,6,6,1.000000
gnp,10,23,3,3,1.000000
gnp,9,27,3,3,1.000000
gnp,8,23,2,2,1.000000
gnp,7,12,3,3,1.000000
gnp,15,46,6,6,1.000000
gnp,12,47,4,4,1.000000
gnp,14,57,4,4,1.000000
gnp,15,79,3,3,1.000000
gnp,10,9,5,5,1.000000
gnp,14,53,5,5,1.000000
gnp,7,17,2,2,1.000000
gnp,8,23,2,2,1.000000
gnp,9,27,2,2,1.000000
gnp,6,8,3,3,1.000000
gnp,9,27,3,3,1.000000
gnp,15,37,6,6,1.000000
gnp,7,5,5,5,1.000000
gnp,14,28,6,6,1.000000
gnp,14,45,4,4,1.000000
gnp,15,59,4,4,1.000000
gnp,7,9,4,4,1.000000
gnp,15,67,4,4,1.000000
gnp,7,12,3,3,1.000000
gnp,10,37,2,2,1.000000
gnp,12,23,5,5,1.000000
gnp,15,54,5,5,1.000000
gnp,8,16,3,3,1.000000
gnp,15,62,4,4,1.000000
gnp,6,8,3,3,1.000000
gnp,9,6,6,6,1.000000
gnp,10,35,2,2,1.000000
gnp,11,39,3,3,1.000000
gnp,10,17,4,4,1.000000
gnp,16,30,8,8,1.000000
gnp,8,7,5,5,1.000000
gnp,11,16,6,6,1.000000
gnp,15,58,4,4,1.000000
gnp,13,18,7,7,1.000000
gnp,13,52,4,4,1.000000
gnp,6,11,2,2,1.000000
gnp,7,7,4,4,1.000000
gnp,8,17,3,3,1.000000
gnp,8,3,5,5,1.000000
gnp,6,4,4,4,1.000000
gnp,6,13,2,2,1.000000
gnp,10,24,3,3,1.000000
gnp,14,40,5,5,1.000000
gnp,16,21,7,7,1.000000
gnp,13,41,5,5,1.000000
gnp,13,42,4,4,1.000000
gnp,11,14,6,6,1.000000
gnp,7,7,4,4,1.000000
gnp,6,6,3,3,1.000000
gnp,9,23,3,3,1.000000
gnp,10,32,4,4,1.000000
gnp,16,16,10,10,1.000000
gnp,16,31,7,7,1.000000
gnp,9,11,5,5,1.000000
gnp,16,43,6,6,1.000000
gnp,11,24,5,5,1.000000
gnp,13,34,4,5,1.250000
gnp,15,23,8,8,1.000000
gnp,14,55,4,4,1.000000
gnp,10,27,3,3,1.000000
gnp,7,3,5,5,1.000000
gnp,16,48,6,6,1.000000
gnp,10,26,3,3,1.000000
gnp,9,9,5,5,1.000000
gnp,6,10,2,2,1.000000
gnp,16,50,6,6,1.000000
gnp,6,7,3,3,1.000000
gnp,10,30,3,3,1.000000
gnp,12,44,3,3,1.000000
gnp,11,30,4,4,1.000000
gnp,16,61,5,5,1.000000
gnp,16,51,5,5,1.000000
gnp,8,20,3,3,1.000000
gnp,10,10,6,6,1.000000
gnp,10,28,4,4,1.000000
gnp,16,90,3,3,1.000000
gnp,9,14,4,4,1.000000
gnp,12,46,3,3,1.000000
gnp,11,19,5,5,1.000000
gnp,13,60,3,3,1.000000
gnp,6,12,2,2,1.000000
gnp,13,59,3,3,1.000000
gnp,16,47,6,6,1.000000
gnp,12,18,6,6,1.000000
gnp,8,23,2,2,1.000000
gnp,12,51,3,3,1.000000
gnp,8,10,4,4,1.000000
gnp,7,10,3,3,1.000000
gnp,11,28,4,4,1.000000
gnp,13,27,5,5,1.000000
gnp,15,68,4,4,1.000000
gnp,7,2,6,6,1.000000
gnp,16,57,5,5,1.000000
gnp,13,28,5,5,1.000000
gnp,14,30,7,7,1.000000
gnp,6,13,2,2,1.000000
gnp,6,12,3,3,1.000000
gnp,9,24,3,3,1.000000
gnp,10,10,6,6,1.000000
gnp,14,49,4,4,1.000000
gnp,7,16,2,2,1.000000
gnp,10,23,4,4,1.000000
gnp,12,48,3,3,1.000000
gnp,11,47,3,3,1.000000
gnp,11,35,3,3,1.000000
gnp,12,9,8,8,1.000000
gnp,8,7,5,5,1.000000
gnp,15,51,4,4,1.000000
gnp,11,35,4,4,1.000000
gnp,12,59,2,2,1.000000
gnp,14,64,3,3,1.000000
gnp,16,27,7,7,1.000000
gnp,6,8,3,3,1.000000
gnp,13,31,5,5,1.000000
gnp,13,46,4,4,1.000000
gnp,16,67,5,5,1.000000
gnp,12,34,5,5,1.000000
gnp,15,63,4,4,1.000000
gnp,12,52,3,3,1.000000
gnp,14,65,3,3,1.000000
gnp,10,11,5,5,1.000000
gnp,13,23,6,6,1.000000
gnp,10,28,4,4,1.000000
gnp,11,32,4,4,1.000000
gnp,8,6,5,5,1.000000
gnp,9,21,4,4,1.000000
gnp,11,19,5,5,1.000000
gnp,16,35,7,7,1.000000
gnp,15,64,4,4,1.000000
gnp,7,15,3,3,1.000000
gnp,7,16,2,2,1.000000
gnp,13,69,2,2,1.000000
gnp,10,17,6,6,1.000000
gnp,8,23,2,2,1.000000
gnp,11,45,2,2,1.000000
gnp,12,41,4,4,1.000000
gnp,6,3,5,5,1.000000
gnp,16,79,4,4,1.000000
gnp,11,38,3,3,1.000000
gnp,7,9,4,4,1.000000
gnp,8,4,6,6,1.000000
gnp,13,22,6,6,1.000000
gnp,13,54,4,4,1.000000
gnp,7,5,4,4,1.000000
gnp,8,12,4,4,1.000000
gnp,15,66,4,4,1.000000
gnp,15,51,4,4,1.000000
gnp,15,24,8,8,1.000000
gnp,13,60,3,3,1.000000
gnp,12,27,5,5,1.000000
gnp,10,27,3,3,1.000000
gnp,16,58,6,6,1.000000
gnp,16,96,3,3,1.000000
gnp,12,38,4,4,1.000000
gnp,13,26,6,6,1.000000
gnp,8,24,2,2,1.000000
gnp,6,8,3,3,1.000000
gnp,14,67,3,3,1.000000
gnp,8,5,5,5,1.000000
gnp,11,18,7,7,1.000000
gnp,6,6,4,4,1.000000
gnp,12,46,4,4,1.000000
gnp,13,44,4,4,1.000000
gnp,7,14,3,3,1.000000
gnp,11,13,6,6,1.000000
gnp,16,19,9,9,1.000000
gnp,12,13,7,7,1.000000
gnp,7,14,2,2,1.000000
gnp,14,59,3,3,1.000000
gnp,11,21,5,5,1.000000
gnp,9,21,3,3,1.000000
gnp,14,65,3,3,1.000000
gnp,16,56,6,6,1.000000
gnp,7,3,4,4,1.000000
gnp,6,9,3,3,1.000000
gnp,14,57,4,4,1.000000
gnp,6,11,2,2,1.000000
gnp,8,22,2,2,1.000000
gnp,7,9,3,3,1.000000
gnp,9,8,6,6,1.000000
gnp,9,17,4,4,1.000000
gnp,11,6,9,9,1.000000
gnp,6,11,2,2,1.000000
gnp,13,42,5,5,1.000000
gnp,13,12,8,8,1.000000
gnp,14,69,3,3,1.000000
gnp,14,62,4,4,1.000000
gnp,15,28,7,7,1.000000
gnp,7,8,3,3,1.000000
gnp,14,72,3,3,1.000000
gnp,15,78,3,3,1.000000
gnp,10,23,4,4,1.000000
gnp,10,18,4,4,1.000000
gnp,8,13,4,4,1.000000
gnp,14,63,3,3,1.000000
gnp,9,10,5,5,1.000000
gnp,16,38,7,7,1.000000
gnp,16,102,3,3,1.000000
gnp,14,51,4,4,1.000000
gnp,7,19,2,2,1.000000
gnp,15,63,4,4,1.000000
gnp,16,78,5,5,1.000000
gnp,12,49,3,3,1.000000
gnp,6,6,3,3,1.000000
gnp,16,25,8,8,1.000000
gnp,8,27,2,2,1.000000
gnp,8,24,2,2,1.000000
gnp,9,24,3,3,1.000000
gnp,11,45,3,3,1.000000
gnp,15,90,3,3,1.000000
gnp,16,65,5,5,1.000000
gnp,14,66,4,4,1.000000
gnp,16,27,7,7,1.000000
gnp,12,28,4,4,1.000000
gnp,14,15,9,9,1.000000
gnp,9,20,4,4,1.000000
gnp,9,31,2,2,1.000000
gnp,15,61,4,4,1.000000
gnp,9,16,4,4,1.000000
gnp,16,24,8,8,1.000000
gnp,14,16,8,8,1.000000
gnp,12,16,7,7,1.000000
gnp,8,3,6,6,1.000000
gnp,6,7,3,3,1.000000
gnp,6,6,3,3,1.000000
gnp,15,13,9,9,1.000000
gnp,13,58,3,3,1.000000
gnp,7,15,2,2,1.000000
gnp,14,28,6,6,1.000000
gnp,14,10,9,9,1.000000
gnp,12,30,4,4,1.000000
gnp,7,6,4,4,1.000000
gnp,16,49,5,5,1.000000
gnp,10,13,5,5,1.000000
gnp,14,67,3,3,1.000000
gnp,7,11,4,4,1.000000
gnp,9,24,3,3,1.000000
gnp,6,12,2,2,1.000000
gnp,12,58,2,2,1.000000
gnp,12,23,5,5,1.000000
gnp,6,14,2,2,1.000000
gnp,14,55,4,4,1.000000
gnp,13,12,8,8,1.000000
gnp,11,26,4,4,1.000000
gnp,8,21,3,3,1.000000
gnp,16,24,8,8,1.000000
gnp,16,55,5,5,1.000000
gnp,9,23,3,3,1.000000
gnp,16,76,4,4,1.000000
gnp,16,26,9,9,1.000000
gnp,11,15,6,6,1.000000
gnp,6,3,4,4,1.000000
gnp,14,15,7,7,1.000000
gnp,10,18,5,5,1.000000
gnp,16,61,5,5,1.000000
gnp,6,5,4,4,1.000000
gnp,14,16,7,7,1.000000
gnp,15,18,9,9,1.000000
gnp,11,46,2,2,1.000000
gnp,10,32,3,3,1.000000
gnp,15,24,8,8,1.000000
gnp,12,23,5,5,1.000000
gnp,13,14,6,6,1.000000
gnp,8,17,3,3,1.000000
gnp,16,34,7,7,1.000000
gnp,6,5,3,3,1.000000
gnp,7,7,5,5,1.000000
gnp,14,49,4,4,1.000000
gnp,10,14,5,5,1.000000
gnp,9,15,4,4,1.000000
gnp,8,8,5,5,1.000000
gnp,9,13,5,5,1.000000
gnp,14,40,5,5,1.000000
gnp,10,33,2,2,1.000000
gnp,7,5,4,4,1.000000
gnp,11,25,5,5,1.000000
gnp,7,8,5,5,1.000000
gnp,9,13,4,4,1.000000
gnp,11,30,3,3,1.000000
gnp,15,33,7,7,1.000000
gnp,11,44,2,2,1.000000
gnp,6,9,2,2,1.000000
gnp,16,60,4,4,1.000000
gnp,8,19,3,3,1.000000
gnp,13,42,4,4,1.000000
gnp,10,21,4,4,1.000000
gnp,8,14,4,4,1.000000
gnp,10,36,2,2,1.000000
gnp,14,26,6,6,1.000000
gnp,7,19,2,2,1.000000
gnp,15,58,4,4,1.000000
gnp,6,9,2,2,1.000000
gnp,16,77,3,3,1.000000
gnp,12,20,5,5,1.000000
gnp,8,10,4,4,1.000000
gnp,12,24,5,5,1.000000
gnp,16,36,7,7,1.000000
gnp,14,22,7,7,1.000000
gnp,8,19,3,3,1.000000
gnp,13,58,3,3,1.000000
gnp,9,24,3,3,1.000000
gnp,7,6,4,4,1.000000
gnp,6,6,3,3,1.000000
gnp,12,36,5,5,1.000000
gnp,6,4,4,4,1.000000
gnp,7,11,3,3,1.000000
gnp,10,23,4,4,1.000000
gnp,12,37,4,4,1.000000
gnp,15,69,4,4,1.000000
gnp,14,26,6,6,1.000000
gnp,14,46,4,4,1.000000
gnp,13,55,3,3,1.000000
gnp,14,73,3,3,1.000000
gnp,8,8,4,4,1.000000
gnp,9,10,5,5,1.000000
gnp,11,29,4,4,1.000000
gnp,16,35,7,7,1.000000
gnp,7,9,3,3,1.000000
gnp,13,23,6,6,1.000000
gnp,16,88,3,3,1.000000
gnp,9,9,5,5,1.000000
gnp,8,17,3,3,1.000000
gnp,15,24,7,7,1.000000
gnp,10,32,3,3,1.000000
gnp,15,90,3,3,1.000000
gnp,16,81,4,4,1.000000
gnp,9,18,4,4,1.000000
gnp,13,22,8,8,1.000000
gnp,15,26,6,6,1.000000
gnp,15,58,4,4,1.000000
gnp,8,16,3,3,1.000000
gnp,13,43,4,4,1.000000
gnp,9,16,4,4,1.000000
gnp,7,2,5,5,1.000000
gnp,8,16,3,3,1.000000
gnp,13,62,3,3,1.000000
gnp,14,47,4,4,1.000000
gnp,7,8,4,4,1.000000
gnp,15,52,4,4,1.000000
gnp,16,70,4,4,1.000000
gnp,11,44,3,3,1.000000
gnp,9,25,3,3,1.000000
gnp,12,28,5,5,1.000000
gnp,12,22,6,6,1.000000
gnp,9,30,3,3,1.000000
gnp,10,25,4,4,1.000000
gnp,10,18,5,5,1.000000
gnp,15,52,5,5,1.000000
gnp,12,46,3,3,1.000000
gnp,12,29,4,4,1.000000
gnp,12,40,3,3,1.000000
gnp,10,33,3,3,1.000000
gnp,15,45,5,5,1.000000
gnp,16,58,5,5,1.000000
gnp,12,29,4,4,1.000000
gnp,8,14,3,3,1.000000
gnp,10,40,3,3,1.000000
gnp,12,45,3,3,1.000000
gnp,9,17,4,4,1.000000
gnp,7,10,3,3,1.000000
gnp,11,36,3,3,1.000000
gnp,8,17,3,3,1.000000
gnp,7,15,3,3,1.000000
gnp,15,45,5,5,1.000000
gnp,10,17,5,5,1.000000
gnp,15,17,7,7,1.000000
gnp,12,35,4,4,1.000000
gnp,15,28,7,7,1.000000
gnp,16,61,5,5,1.000000
gnp,9,28,2,2,1.000000
gnp,9,6,6,6,1.000000
gnp,15,35,7,7,1.000000
gnp,11,20,5,5,1.000000
gnp,8,6,5,5,1.000000
gnp,12,26,5,5,1.000000
gnp,12,35,3,4,1.333333
gnp,7,16,3,3,1.000000
gnp,14,67,3,3,1.000000
gnp,11,42,3,3,1.000000
gnp,9,22,3,3,1.000000
gnp,13,62,3,3,1.000000
gnp,10,18,5,5,1.000000
gnp,14,17,9,9,1.000000
gnp,11,49,2,2,1.000000
gnp,14,70,3,3,1.000000
gnp,13,67,3,3,1.000000
gnp,9,28,3,3,1.000000
gnp,16,59,4,4,1.000000
gnp,13,20,7,7,1.000000
gnp,12,38,4,4,1.000000
gnp,16,82,4,4,1.000000
gnp,12,52,3,3,1.000000
gnp,10,16,6,6,1.000000
gnp,12,45,3,3,1.000000
gnp,7,9,4,4,1.000000
gnp,13,28,6,6,1.000000
gnp,15,36,6,6,1.000000
gnp,13,52,3,3,1.000000
gnp,9,27,2,2,1.000000
gnp,9,12,4,4,1.000000
gnp,15,37,6,6,1.000000
gnp,7,16,2,2,1.000000
gnp,15,13,9,9,1.000000
gnp,13,28,5,5,1.000000
gnp,13,53,3,3,1.000000
gnp,13,22,6,6,1.000000
gnp,12,16,6,6,1.000000
gnp,6,8,3,3,1.000000
gnp,13,61,3,3,1.000000
gnp,14,32,5,5,1.000000
gnp,13,66,3,3,1.000000
gnp,11,35,3,3,1.000000
gnp,16,37,6,6,1.000000
gnp,11,25,3,3,1.000000
gnp,8,14,3,3,1.000000
gnp,10,26,4,4,1.000000
gnp,11,12,6,6,1.000000
gnp,9,20,4,4,1.000000
gnp,11,39,3,3,1.000000
gnp,13,18,7,7,1.000000
gnp,15,63,4,4,1.000000
gnp,10,28,3,3,1.000000
gnp,12,18,6,6,1.000000
gnp,13,54,3,3,1.000000
gnp,12,34,4,4,1.000000
gnp,13,33,5,5,1.000000
gnp,12,15,6,6,1.000000
gnp,6,4,4,4,1.000000
gnp,13,59,3,3,1.000000
gnp,13,48,3,3,1.000000
gnp,11,28,4,4,1.000000
gnp,11,10,6,6,1.000000
gnp,11,43,2,2,1.000000
gnp,15,57,4,4,1.000000
gnp,10,15,5,5,1.000000
gnp,13,62,3,3,1.000000
gnp,15,32,6,6,1.000000
gnp,8,17,3,3,1.000000
gnp,12,43,4,4,1.000000
gnp,7,2,6,6,1.000000
gnp,9,13,4,4,1.000000
gnp,10,31,3,3,1.000000
gnp,10,37,3,3,1.000000
gnp,15,51,5,5,1.000000
gnp,12,17,5,5,1.000000
gnp,8,20,3,3,1.000000
gnp,7,2,6,6,1.000000
gnp,7,3,4,4,1.000000
gnp,14,19,7,7,1.000000
gnp,14,64,3,3,1.000000
gnp,7,3,5,5,1.000000
gnp,7,8,4,4,1.000000
gnp,10,18,5,5,1.000000
gnp,13,42,5,5,1.000000
gnp,14,73,3,3,1.000000
gnp,6,8,3,3,1.000000
gnp,13,33,5,5,1.000000
gnp,14,45,4,4,1.000000
gnp,15,65,3,3,1.000000
gnp,14,65,4,4,1.000000
gnp,11,23,4,4,1.000000
gnp,7,12,3,3,1.000000
gnp,12,23,5,5,1.000000
gnp,6,4,4,4,1.000000
gnp,11,18,5,5,1.000000
gnp,13,64,2,2,1.000000
gnp,10,5,7,7,1.000000
gnp,10,28,4,4,1.000000
gnp,14,43,5,5,1.000000
gnp,14,41,5,5,1.000000
gnp,8,20,2,2,1.000000
gnp,12,23,6,6,1.000000
gnp,12,40,3,3,1.000000
gnp,10,22,6,6,1.000000
gnp,12,15,7,7,1.000000
gnp,8,12,3,3,1.000000
gnp,16,61,5,5,1.000000
gnp,10,29,3,3,1.000000
gnp,9,12,5,5,1.000000
gnp,6,14,2,2,1.000000
gnp,8,22,2,2,1.000000
gnp,10,12,5,5,1.000000
gnp,6,6,3,3,1.000000
gnp,6,9,2,2,1.000000
gnp,12,17,7,7,1.000000
gnp,11,21,4,4,1.000000
gnp,11,13,6,6,1.000000
gnp,6,7,3,3,1.000000
gnp,7,12,3,3,1.000000
gnp,9,28,3,3,1.000000
gnp,12,55,3,3,1.000000
gnp,9,14,4,4,1.000000
gnp,9,20,4,4,1.000000
gnp,9,15,4,4,1.000000
gnp,14,50,4,4,1.000000
gnp,13,33,4,4,1.000000
gnp,11,11,6,6,1.000000
gnp,14,44,5,5,1.000000
gnp,13,49,4,4,1.000000
gnp,11,43,3,3,1.000000
gnp,7,10,3,3,1.000000
gnp,11,10,7,7,1.000000
gnp,15,31,8,8,1.000000
gnp,6,13,2,2,1.000000
gnp,15,22,7,7,1.000000
gnp,9,7,5,5,1.000000
gnp,16,72,4,4,1.000000
gnp,6,6,3,3,1.000000
gnp,14,70,3,3,1.000000
gnp,13,22,6,6,1.000000
gnp,13,47,4,4,1.000000
gnp,12,22,6,6,1.000000
gnp,10,36,3,3,1.000000
gnp,13,45,3,3,1.000000
gnp,9,22,2,2,1.000000
